PTS,FG_PCT,FG3_PCT,FT_PCT,REB,AST,STL,BLK,TOV,WL
68,0.309,0.171,0.632,33,16,11,3,22,0
76,0.36,0.286,0.8,42,18,8,2,16,0
77,0.383,0.25,0.643,37,16,3,2,17,0
80,0.326,0.242,0.667,47,20,4,5,9,0
80,0.378,0.262,0.7,39,16,9,3,17,0
81,0.306,0.175,0.667,43,17,9,5,10,0
81,0.312,0.233,0.762,38,18,9,4,11,0
82,0.356,0.147,0.556,41,23,11,7,14,0
82,0.393,0.304,1.0,47,16,8,3,22,0
82,0.346,0.36,0.85,49,16,4,3,20,0
83,0.326,0.171,0.833,51,18,5,8,10,0
83,0.368,0.273,0.813,44,15,11,9,14,0
83,0.33,0.188,0.789,41,16,10,3,17,0
83,0.393,0.391,0.444,43,20,4,1,14,0
83,0.388,0.174,0.765,41,22,12,3,19,0
83,0.349,0.296,0.714,34,21,13,3,22,0
83,0.298,0.345,0.821,28,16,11,3,10,0
84,0.378,0.3,0.727,45,20,4,6,15,0
84,0.356,0.188,0.737,46,23,4,3,14,0
84,0.419,0.35,0.625,32,18,8,0,11,0
84,0.377,0.364,0.583,30,16,10,2,13,0
84,0.354,0.25,0.783,50,18,6,6,15,0
85,0.365,0.167,0.917,47,14,6,6,11,0
85,0.375,0.257,0.588,35,21,10,1,12,0
85,0.405,0.25,0.714,40,22,5,0,13,0
85,0.391,0.143,0.667,39,19,5,8,12,0
85,0.323,0.233,0.565,49,18,7,9,12,0
85,0.321,0.3,0.826,48,20,9,8,22,0
86,0.419,0.235,0.75,43,27,2,6,18,0
86,0.361,0.407,0.652,53,14,4,2,15,0
86,0.368,0.227,0.607,48,20,6,4,21,0
86,0.39,0.235,0.636,41,21,8,5,16,0
86,0.398,0.2,0.643,51,13,5,4,12,0
86,0.402,0.286,0.857,40,19,7,5,17,0
86,0.385,0.185,0.786,41,20,11,2,17,0
86,0.338,0.348,0.8,47,16,9,4,19,0
86,0.385,0.152,0.55,51,16,11,4,14,0
86,0.421,0.222,0.818,44,18,2,5,17,0
86,0.348,0.24,0.8,50,11,7,5,19,0
86,0.371,0.29,0.846,51,17,3,4,20,0
86,0.382,0.167,0.938,53,18,5,2,15,0
87,0.415,0.273,0.625,47,23,10,5,19,0
87,0.403,0.324,0.778,40,22,5,3,18,0
87,0.398,0.148,0.85,48,15,4,10,14,0
87,0.295,0.353,0.792,41,18,4,10,11,0
87,0.355,0.31,0.8,53,19,9,1,17,0
87,0.369,0.209,0.727,48,20,6,9,16,0
87,0.357,0.323,0.708,42,21,4,1,17,0
87,0.405,0.25,0.789,37,24,7,2,15,0
87,0.388,0.414,0.813,49,20,8,3,20,0
87,0.39,0.25,0.789,41,19,9,3,19,0
87,0.363,0.364,0.643,45,20,5,3,12,0
87,0.391,0.192,0.609,47,18,8,5,16,0
88,0.352,0.214,0.773,36,20,6,6,12,0
88,0.383,0.345,0.75,42,21,5,8,14,0
88,0.467,0.176,0.789,36,23,8,2,22,0
88,0.423,0.3,0.731,43,21,8,4,24,0
88,0.356,0.222,0.69,38,16,8,4,14,0
88,0.378,0.393,0.789,42,21,12,3,21,0
88,0.374,0.25,0.917,44,25,7,6,22,0
88,0.405,0.2,0.778,36,17,13,7,15,0
88,0.37,0.242,0.8,42,19,8,2,19,0
88,0.43,0.143,0.786,40,25,5,7,15,0
88,0.42,0.258,0.706,38,25,10,4,19,0
88,0.341,0.313,0.857,43,17,8,4,11,0
88,0.418,0.167,0.783,42,19,7,9,16,0
88,0.33,0.406,0.929,49,19,8,5,12,0
88,0.407,0.194,0.667,40,22,12,7,13,0
88,0.394,0.261,0.963,37,15,13,4,19,0
88,0.383,0.194,0.714,44,18,8,7,18,0
89,0.351,0.129,0.731,45,18,6,4,8,0
89,0.363,0.263,0.813,50,23,6,2,19,0
89,0.409,0.28,0.714,44,18,2,5,12,0
89,0.382,0.286,0.692,47,22,6,2,15,0
89,0.393,0.29,0.778,39,27,6,3,17,0
89,0.413,0.35,0.889,44,16,7,2,18,0
89,0.368,0.257,0.923,37,21,8,1,22,0
89,0.315,0.241,0.929,42,17,13,4,10,0
89,0.397,0.152,0.667,53,14,7,4,23,0
89,0.447,0.286,1.0,40,16,10,3,27,0
89,0.391,0.296,1.0,46,23,1,8,19,0
89,0.356,0.276,0.704,41,20,15,6,18,0
89,0.347,0.195,0.789,37,22,12,4,9,0
89,0.352,0.179,0.733,54,13,4,15,19,0
89,0.333,0.22,0.69,49,11,10,5,8,0
89,0.429,0.381,0.84,36,19,7,7,18,1
89,0.371,0.189,0.8,47,16,4,3,11,0
89,0.402,0.275,0.571,35,16,12,5,17,0
90,0.322,0.175,0.758,51,15,7,2,7,0
90,0.443,0.444,0.444,30,23,3,2,13,0
90,0.395,0.182,0.593,52,25,6,5,15,0
90,0.41,0.231,0.714,34,16,10,5,12,0
90,0.425,0.345,0.8,42,21,7,3,26,0
90,0.402,0.313,0.556,42,17,8,6,14,0
90,0.44,0.294,0.731,50,23,5,6,10,1
90,0.382,0.387,0.588,33,19,5,3,13,0
90,0.404,0.242,0.769,47,20,3,7,16,0
90,0.418,0.343,0.4,47,19,7,11,16,0
90,0.394,0.355,1.0,44,26,8,2,19,0
90,0.456,0.304,0.611,47,10,11,5,24,1
90,0.389,0.25,0.778,35,21,10,3,15,0
90,0.407,0.225,0.778,51,21,6,3,12,0
91,0.363,0.263,0.789,41,19,8,4,12,0
91,0.452,0.212,0.667,52,24,3,4,16,0
91,0.425,0.206,0.556,34,23,6,9,14,0
91,0.39,0.524,0.941,39,14,6,1,13,0
91,0.414,0.357,0.719,40,15,4,5,19,0
91,0.398,0.182,0.619,52,21,7,9,9,0
91,0.479,0.556,0.65,33,18,10,4,18,0
91,0.386,0.222,0.882,43,13,5,5,23,0
91,0.432,0.282,0.842,34,24,9,6,20,0
91,0.348,0.207,0.955,41,14,11,5,15,0
91,0.349,0.367,0.714,48,11,12,5,20,0
91,0.405,0.267,0.789,49,24,5,4,14,0
91,0.376,0.389,0.7,51,21,10,5,18,0
91,0.41,0.278,0.947,35,18,11,4,14,0
91,0.327,0.233,0.882,41,21,9,6,11,0
91,0.391,0.308,0.688,45,18,6,6,15,0
91,0.377,0.282,0.629,40,20,6,4,19,0
92,0.465,0.179,0.7,41,20,5,4,17,0
92,0.435,0.353,0.632,36,23,14,6,21,0
92,0.4,0.273,0.733,44,17,5,4,11,0
92,0.438,0.31,0.765,40,23,8,3,14,0
92,0.398,0.259,0.846,39,16,9,4,16,0
92,0.4,0.304,0.654,46,19,6,6,10,0
92,0.449,0.281,0.684,42,26,5,7,20,0
92,0.453,0.419,0.846,22,23,8,3,13,0
92,0.4,0.3,0.833,40,22,7,6,13,0
92,0.452,0.304,0.643,31,11,5,2,12,0
92,0.423,0.333,0.895,36,22,12,10,14,0
92,0.418,0.194,0.769,51,19,7,5,12,1
92,0.415,0.333,0.667,51,19,9,10,13,1
92,0.375,0.333,0.667,46,24,5,2,9,0
92,0.368,0.237,0.684,51,19,6,1,20,0
92,0.36,0.219,0.65,52,18,5,6,14,0
92,0.407,0.192,0.81,46,20,6,4,12,0
92,0.372,0.216,0.667,47,20,10,3,15,0
92,0.383,0.27,0.769,49,18,7,6,15,0
92,0.369,0.321,0.808,43,18,10,2,11,1
92,0.358,0.212,0.739,52,18,5,4,13,0
93,0.443,0.231,0.818,41,23,5,4,11,0
93,0.342,0.382,0.813,33,15,7,1,12,0
93,0.36,0.395,0.857,41,19,6,3,6,0
93,0.404,0.243,0.706,47,17,9,9,14,0
93,0.384,0.273,0.783,52,21,5,5,11,1
93,0.36,0.262,0.769,38,14,9,6,12,0
93,0.506,0.345,0.263,45,25,3,6,19,0
93,0.463,0.35,0.833,36,21,4,6,12,0
93,0.386,0.323,0.682,50,25,7,6,17,0
93,0.398,0.394,0.7,41,17,6,4,12,0
93,0.386,0.25,0.737,49,16,9,2,14,0
93,0.44,0.316,0.7,39,21,7,5,9,0
93,0.456,0.28,0.778,41,24,6,4,16,0
93,0.438,0.333,0.846,41,18,3,5,15,0
93,0.476,0.231,0.692,40,28,5,11,19,0
93,0.448,0.265,0.75,43,23,7,5,16,1
93,0.348,0.214,0.741,43,20,7,5,19,0
93,0.411,0.316,0.65,35,19,8,5,9,0
93,0.409,0.286,0.7,49,28,6,2,9,1
94,0.467,0.19,0.769,34,25,5,3,19,0
94,0.324,0.119,0.821,56,23,5,9,13,0
94,0.438,0.325,0.429,31,20,7,5,12,0
94,0.435,0.333,0.769,42,23,8,2,13,0
94,0.462,0.273,0.444,49,20,3,9,12,0
94,0.419,0.4,0.545,37,26,8,4,14,0
94,0.365,0.16,0.8,52,11,6,4,18,0
94,0.389,0.306,0.813,38,16,13,4,11,0
94,0.507,0.455,0.545,43,31,5,5,24,0
94,0.429,0.28,0.714,37,22,10,8,15,0
94,0.462,0.222,0.857,44,21,2,5,12,0
94,0.383,0.351,0.864,42,21,6,2,15,0
94,0.411,0.261,0.625,45,22,6,5,10,0
94,0.382,0.313,0.696,57,22,9,3,12,1
94,0.344,0.25,0.864,54,20,11,8,19,0
94,0.486,0.44,0.688,36,26,6,10,19,0
94,0.387,0.333,0.8,42,19,11,5,13,0
94,0.394,0.258,0.706,41,19,9,6,12,0
94,0.44,0.286,0.667,39,17,8,3,16,0
94,0.432,0.385,0.933,26,22,10,2,15,0
95,0.443,0.318,0.947,44,22,9,9,22,0
95,0.384,0.2,0.821,47,24,6,4,14,0
95,0.442,0.292,0.87,45,19,9,4,24,0
95,0.427,0.292,0.706,43,26,15,4,14,1
95,0.44,0.222,0.929,37,17,10,2,15,1
95,0.443,0.556,0.833,38,26,9,1,12,1
95,0.421,0.233,0.923,35,20,4,7,16,0
95,0.402,0.343,0.68,44,20,5,6,16,0
95,0.464,0.421,0.529,51,21,6,8,18,0
95,0.443,0.333,0.462,42,28,7,3,18,0
95,0.396,0.206,0.593,51,21,4,5,11,0
95,0.359,0.185,0.667,55,14,9,5,13,0
95,0.398,0.25,0.905,39,13,11,1,17,0
95,0.449,0.333,0.833,36,28,5,7,18,0
95,0.405,0.262,0.909,47,19,5,4,25,0
95,0.368,0.351,0.75,46,15,8,1,16,0
95,0.354,0.186,0.704,36,18,15,2,11,0
95,0.37,0.273,0.9,52,17,5,8,12,1
95,0.5,0.227,0.75,34,22,7,9,13,1
95,0.458,0.273,0.769,31,17,14,4,16,0
95,0.361,0.276,0.81,57,17,4,3,14,0
95,0.41,0.345,0.63,41,21,6,9,16,0
95,0.424,0.333,0.813,44,21,7,4,9,1
95,0.391,0.179,0.696,54,18,10,3,19,0
95,0.418,0.393,0.783,35,19,7,7,15,0
95,0.386,0.227,0.88,44,14,6,0,12,0
95,0.39,0.318,0.8,36,18,5,1,13,0
95,0.419,0.323,0.929,40,24,4,3,17,0
95,0.434,0.241,0.667,42,24,7,10,17,0
95,0.455,0.19,0.677,42,22,12,6,24,0
95,0.417,0.259,0.692,44,10,13,9,12,1
95,0.387,0.313,0.722,60,21,8,11,13,1
95,0.419,0.185,0.75,51,19,5,5,20,0
95,0.468,0.286,0.567,48,22,3,8,16,0
95,0.444,0.235,0.579,40,20,7,4,10,0
95,0.432,0.4,0.85,37,24,9,7,20,0
95,0.321,0.233,0.722,49,19,10,6,8,0
95,0.394,0.25,0.56,57,19,5,6,16,0
96,0.404,0.263,0.737,53,20,7,6,18,0
96,0.402,0.225,0.9,47,16,5,3,12,0
96,0.345,0.143,0.892,38,20,9,7,17,0
96,0.427,0.25,0.704,33,18,6,6,13,0
96,0.432,0.333,0.474,49,26,6,8,20,0
96,0.417,0.273,0.875,47,21,6,0,14,0
96,0.407,0.346,0.722,49,25,8,4,8,1
96,0.425,0.3,0.815,44,22,13,5,16,0
96,0.402,0.31,0.75,40,23,9,3,12,0
96,0.4,0.433,0.688,43,23,3,2,14,0
96,0.411,0.242,0.7,52,22,6,8,9,1
96,0.371,0.29,0.724,54,24,6,7,12,0
96,0.371,0.419,0.688,43,21,8,6,10,0
96,0.393,0.391,0.654,42,20,7,3,12,0
96,0.475,0.45,0.688,49,19,6,7,23,0
96,0.459,0.32,0.8,45,23,3,2,14,1
96,0.447,0.364,0.75,41,20,10,7,25,0
96,0.408,0.297,0.714,41,29,3,5,11,0
96,0.407,0.361,0.765,38,26,12,5,11,0
96,0.472,0.458,0.85,48,18,7,10,22,1
96,0.435,0.25,0.625,49,18,9,6,16,1
96,0.461,0.273,0.833,45,22,10,6,18,1
96,0.398,0.394,0.818,40,24,12,8,16,0
96,0.372,0.435,0.815,44,23,14,4,17,0
96,0.395,0.303,0.71,40,22,7,4,15,0
96,0.432,0.171,0.69,40,22,9,7,21,0
96,0.372,0.25,0.95,51,23,8,6,17,0
96,0.42,0.276,0.7,48,16,6,1,18,0
96,0.422,0.304,0.792,43,16,7,4,18,0
96,0.39,0.281,0.767,49,19,7,6,15,1
96,0.446,0.5,0.741,46,17,3,5,16,1
96,0.392,0.265,0.611,53,17,9,2,16,0
96,0.46,0.333,0.778,40,28,10,8,21,0
96,0.422,0.31,0.65,45,21,13,5,19,1
96,0.405,0.289,0.773,32,22,6,7,10,0
96,0.462,0.273,0.789,35,28,5,1,19,0
96,0.402,0.316,0.952,46,16,3,3,13,0
97,0.422,0.182,0.75,48,14,11,2,12,1
97,0.382,0.35,0.833,50,19,11,9,7,0
97,0.42,0.37,0.867,43,22,6,4,11,0
97,0.414,0.261,0.864,51,21,3,7,18,0
97,0.429,0.269,0.75,38,22,13,3,11,0
97,0.421,0.296,0.5,43,26,8,6,19,0
97,0.409,0.333,0.591,56,21,6,11,20,0
97,0.419,0.267,0.708,52,12,10,7,19,0
97,0.372,0.469,0.818,35,17,10,1,15,0
97,0.384,0.314,0.741,44,19,11,1,16,0
97,0.39,0.286,0.742,52,23,9,4,24,0
97,0.533,0.217,0.706,35,20,8,6,15,0
97,0.422,0.276,0.76,34,21,9,5,8,0
97,0.415,0.333,0.783,43,23,8,6,16,1
97,0.418,0.256,0.667,43,22,6,6,13,0
97,0.435,0.31,0.737,38,23,8,4,16,0
97,0.422,0.281,0.8,43,24,9,8,14,0
97,0.394,0.25,0.563,50,17,5,2,8,0
97,0.409,0.375,0.545,39,22,9,2,13,0
97,0.402,0.406,0.737,48,20,3,5,14,0
97,0.402,0.4,0.714,53,25,11,6,24,1
97,0.477,0.2,0.756,46,16,6,1,28,0
97,0.434,0.364,0.813,52,25,14,6,23,1
97,0.422,0.333,0.636,57,19,7,5,17,1
98,0.418,0.393,0.786,42,30,6,2,13,0
98,0.417,0.313,0.72,38,26,12,6,17,0
98,0.42,0.359,0.714,55,21,5,4,16,1
98,0.4,0.174,0.788,44,20,7,2,6,0
98,0.36,0.268,0.694,51,19,8,9,23,0
98,0.402,0.286,0.588,56,23,10,4,15,0
98,0.404,0.333,0.684,49,24,5,3,9,1
98,0.363,0.278,0.759,41,19,4,4,8,0
98,0.427,0.394,0.833,42,23,7,2,12,1
98,0.432,0.4,0.632,41,22,8,3,15,0
98,0.409,0.364,0.778,34,22,12,3,20,0
98,0.421,0.323,0.615,50,26,5,6,14,0
98,0.38,0.364,0.762,43,23,7,2,14,0
98,0.396,0.261,0.8,54,24,9,9,16,1
98,0.44,0.5,0.714,43,19,7,5,18,1
98,0.398,0.286,0.839,39,19,11,5,12,0
98,0.43,0.207,0.857,40,16,12,8,9,1
98,0.411,0.368,0.586,43,14,9,4,13,0
98,0.371,0.25,0.81,48,28,11,4,15,0
98,0.371,0.241,0.806,49,16,5,8,16,0
98,0.456,0.412,0.75,42,27,7,4,21,0
98,0.402,0.286,0.842,42,22,10,4,16,0
98,0.442,0.367,0.579,41,27,5,19,8,0
98,0.359,0.231,0.652,54,22,9,5,10,0
98,0.426,0.293,0.667,43,30,6,4,18,0
98,0.468,0.4,0.857,45,29,8,11,16,1
98,0.449,0.289,0.63,46,23,11,4,15,1
98,0.393,0.242,0.909,45,16,11,3,17,0
98,0.429,0.381,0.667,53,15,5,6,12,0
98,0.444,0.243,0.708,52,18,10,4,15,1
98,0.396,0.29,0.765,46,18,9,7,12,0
98,0.447,0.319,0.938,39,23,9,6,17,1
98,0.44,0.308,0.556,49,20,3,4,16,0
98,0.456,0.241,0.792,40,22,4,6,19,0
98,0.398,0.286,0.833,47,21,3,9,14,0
99,0.355,0.3,0.727,53,19,10,5,14,1
99,0.391,0.194,0.769,49,26,4,2,12,0
99,0.514,0.32,0.882,39,25,3,3,12,1
99,0.385,0.321,0.889,45,24,8,2,14,0
99,0.415,0.4,0.579,57,22,9,4,15,0
99,0.432,0.276,0.833,45,27,6,2,12,1
99,0.404,0.306,0.706,57,25,8,5,13,1
99,0.453,0.29,1.0,48,21,2,2,18,0
99,0.416,0.417,0.769,48,27,4,4,15,0
99,0.389,0.229,0.773,41,25,12,3,13,1
99,0.425,0.258,0.654,33,17,12,11,8,0
99,0.407,0.364,0.765,49,23,11,5,19,1
99,0.4,0.256,0.68,53,20,4,2,17,0
99,0.47,0.286,0.591,40,23,3,3,14,0
99,0.419,0.314,0.889,38,25,11,5,20,0
99,0.42,0.243,0.8,44,21,5,4,13,0
99,0.414,0.292,0.769,37,16,9,3,15,0
99,0.404,0.353,0.882,37,20,5,8,11,0
99,0.458,0.258,0.6,38,24,9,8,6,0
99,0.449,0.296,0.55,38,23,14,3,10,0
99,0.493,0.333,0.682,41,27,6,8,16,0
99,0.463,0.5,0.9,44,24,7,8,18,0
99,0.354,0.333,0.767,41,20,6,3,8,0
99,0.409,0.233,0.762,43,20,15,9,9,1
99,0.467,0.423,0.9,43,16,9,4,21,1
99,0.482,0.435,0.583,35,24,8,6,9,0
99,0.416,0.313,0.682,44,21,7,1,17,0
99,0.406,0.2,0.737,41,26,10,4,11,0
99,0.402,0.37,0.833,40,20,15,5,13,1
99,0.442,0.28,0.842,44,25,2,5,16,0
99,0.5,0.333,0.941,34,22,7,4,14,0
99,0.415,0.341,0.857,45,24,6,11,11,0
99,0.432,0.267,0.95,55,15,5,4,10,1
99,0.476,0.296,0.722,44,23,7,5,12,1
99,0.438,0.308,0.722,34,20,17,6,17,0
99,0.444,0.519,0.867,47,22,10,6,19,1
99,0.5,0.44,0.75,31,27,11,2,16,0
99,0.437,0.323,0.813,43,25,5,4,15,0
99,0.476,0.389,0.667,38,20,7,5,11,1
99,0.407,0.278,0.95,37,16,10,7,17,0
99,0.398,0.167,0.683,44,16,8,3,17,0
99,0.376,0.289,0.714,39,25,8,4,5,0
99,0.396,0.256,0.727,48,28,10,8,17,0
100,0.438,0.414,0.857,40,15,6,7,12,1
100,0.451,0.211,0.875,42,26,8,2,10,0
100,0.426,0.4,0.8,38,29,4,5,15,0
100,0.468,0.391,0.68,47,19,6,4,14,1
100,0.448,0.414,0.833,42,15,6,3,16,0
100,0.402,0.29,0.708,46,21,11,6,15,0
100,0.388,0.324,0.722,55,20,5,3,18,1
100,0.437,0.25,0.692,38,21,4,6,12,0
100,0.364,0.171,0.88,52,17,8,6,22,0
100,0.453,0.318,0.571,33,23,8,2,11,0
100,0.466,0.389,0.733,44,20,6,4,14,0
100,0.432,0.29,0.652,49,27,4,3,15,0
100,0.452,0.208,0.733,40,23,9,5,14,0
100,0.416,0.259,0.594,54,24,8,9,17,0
100,0.413,0.286,0.737,48,22,6,5,12,0
100,0.41,0.333,0.7,49,19,4,8,9,1
100,0.424,0.241,0.833,38,22,3,6,18,0
100,0.439,0.385,0.722,50,30,3,8,17,1
100,0.448,0.308,0.737,39,28,11,1,13,0
100,0.396,0.343,0.8,47,21,4,5,17,0
100,0.438,0.333,0.733,50,21,8,6,14,0
100,0.477,0.222,0.8,50,25,5,11,13,1
100,0.433,0.211,0.8,58,18,2,5,12,0
100,0.465,0.125,0.556,45,31,9,2,12,0
100,0.366,0.22,0.821,40,13,8,6,17,0
100,0.427,0.429,0.72,43,26,11,9,12,1
100,0.451,0.414,0.667,31,25,14,6,15,0
100,0.426,0.321,0.611,46,25,7,6,18,0
100,0.453,0.389,0.8,55,22,4,2,21,1
100,0.468,0.292,0.724,41,20,7,2,15,0
100,0.456,0.313,0.818,43,24,7,8,17,1
100,0.425,0.314,0.75,32,27,8,6,10,0
100,0.513,0.435,0.667,42,20,8,2,18,0
100,0.474,0.304,0.724,30,19,13,3,13,0
100,0.468,0.389,0.56,39,21,3,5,14,0
100,0.433,0.333,0.75,40,17,6,1,20,0
100,0.436,0.345,0.786,47,21,7,5,19,1
100,0.407,0.188,0.571,47,21,11,4,10,1
100,0.488,0.185,0.682,39,28,9,5,19,0
100,0.432,0.303,0.7,38,28,7,5,9,0
100,0.363,0.27,0.649,45,21,12,6,15,0
101,0.481,0.357,0.81,38,19,10,3,15,0
101,0.432,0.38,0.75,51,24,5,5,16,1
101,0.386,0.288,0.818,38,24,10,0,12,0
101,0.488,0.31,0.571,48,24,7,4,19,0
101,0.45,0.457,0.52,42,25,5,3,17,0
101,0.429,0.333,0.6,54,21,5,6,22,0
101,0.438,0.259,0.588,49,23,5,4,15,0
101,0.422,0.405,0.7,38,21,6,4,14,0
101,0.415,0.324,0.75,51,25,4,10,10,1
101,0.443,0.346,0.824,47,22,5,8,10,0
101,0.412,0.316,0.76,46,22,6,0,13,0
101,0.392,0.286,0.917,49,20,11,5,11,0
101,0.443,0.308,0.852,37,20,7,6,15,0
101,0.456,0.348,0.778,45,24,7,6,16,1
101,0.439,0.345,0.76,46,21,6,2,17,0
101,0.435,0.259,0.7,51,23,9,2,14,1
101,0.389,0.323,0.68,48,29,11,9,15,0
101,0.43,0.357,0.75,42,22,6,3,14,0
101,0.427,0.381,0.739,52,18,5,2,13,1
101,0.46,0.37,0.688,50,22,12,2,27,0
101,0.404,0.304,0.815,48,18,9,2,11,0
101,0.464,0.342,0.833,40,13,6,5,12,0
101,0.434,0.4,0.591,42,23,7,3,10,1
101,0.463,0.24,0.633,39,24,11,4,10,0
101,0.468,0.364,0.76,46,20,9,6,10,1
101,0.409,0.25,0.762,37,28,5,1,14,0
101,0.389,0.25,0.895,41,17,5,2,15,0
101,0.477,0.417,0.636,43,24,3,9,9,0
101,0.387,0.231,0.588,61,22,6,4,9,1
101,0.409,0.25,0.741,49,17,5,5,16,0
101,0.42,0.333,0.708,34,22,13,3,12,0
101,0.427,0.286,0.84,52,28,7,4,14,1
101,0.442,0.368,0.688,33,26,3,3,8,0
101,0.427,0.214,0.862,46,25,4,8,16,0
101,0.476,0.321,0.667,48,17,10,6,19,1
101,0.443,0.281,0.846,40,24,8,3,18,0
101,0.481,0.269,0.842,37,25,5,5,18,0
101,0.414,0.316,0.412,59,23,11,3,16,1
101,0.458,0.333,0.762,30,31,8,8,10,0
101,0.432,0.413,0.667,45,23,6,8,14,0
101,0.43,0.48,0.875,35,18,6,6,17,0
101,0.384,0.344,0.727,45,19,7,1,12,1
101,0.424,0.212,0.917,47,24,9,12,15,1
101,0.414,0.343,0.63,46,23,8,1,16,0
101,0.404,0.389,0.7,49,29,4,6,16,0
101,0.437,0.333,0.704,41,14,7,3,17,0
101,0.392,0.273,0.727,52,16,4,5,17,0
102,0.455,0.241,0.625,45,17,7,2,13,0
102,0.479,0.273,0.5,40,27,11,4,9,0
102,0.414,0.324,0.783,39,20,6,3,16,1
102,0.411,0.346,0.76,46,18,11,5,14,1
102,0.432,0.375,0.952,30,24,6,5,18,0
102,0.436,0.37,0.833,49,25,11,8,14,1
102,0.446,0.306,0.643,47,28,7,2,18,0
102,0.4,0.269,0.844,40,19,8,9,16,0
102,0.422,0.308,0.857,50,20,5,5,15,0
102,0.486,0.345,0.846,28,20,5,1,14,0
102,0.407,0.306,0.739,41,21,10,8,12,0
102,0.412,0.28,0.882,47,24,8,7,11,0
102,0.413,0.308,0.72,49,29,11,9,9,1
102,0.427,0.289,0.875,37,22,13,3,20,0
102,0.419,0.378,0.696,46,20,6,6,15,0
102,0.476,0.304,0.714,34,24,7,2,15,0
102,0.419,0.368,0.765,49,21,7,3,29,0
102,0.433,0.31,0.938,34,22,12,7,17,0
102,0.459,0.345,0.824,52,29,5,4,20,1
102,0.375,0.366,0.724,42,25,10,5,10,1
102,0.372,0.324,0.839,39,16,13,7,17,1
102,0.418,0.286,0.696,57,22,6,4,19,1
102,0.402,0.361,0.905,50,24,7,2,16,0
102,0.488,0.429,0.524,46,23,5,5,15,0
102,0.455,0.314,0.786,49,26,7,5,21,0
102,0.452,0.292,0.826,48,20,7,6,19,0
102,0.396,0.419,0.708,50,20,8,8,13,1
102,0.519,0.308,0.667,38,19,8,3,13,1
102,0.459,0.231,0.857,44,23,6,5,15,0
102,0.465,0.308,0.737,39,18,8,8,9,1
102,0.418,0.311,0.846,46,26,2,4,19,0
102,0.443,0.381,0.706,36,16,8,3,10,0
102,0.45,0.519,0.593,38,27,6,6,24,0
102,0.397,0.333,0.9,49,14,3,4,25,0
102,0.482,0.2,0.778,37,22,13,9,22,0
102,0.448,0.324,0.867,40,22,11,5,15,1
102,0.516,0.438,0.846,37,25,7,3,25,1
